 2.000e-02	5.70693e-01	1.31341e-02	1.31341e-02
 3.000e-02	5.68815e-01	2.96201e-02	2.96201e-02
 4.000e-02	5.66923e-01	5.27607e-02	5.27607e-02
 5.000e-02	5.65016e-01	8.25699e-02	8.25699e-02
 6.000e-02	5.63095e-01	1.19047e-01	1.19047e-01
 7.000e-02	5.61160e-01	1.62179e-01	1.62179e-01
 8.000e-02	5.59210e-01	2.11936e-01	2.11936e-01
 9.000e-02	5.57246e-01	2.68274e-01	2.68274e-01
 1.000e-01	5.55268e-01	3.31137e-01	3.31137e-01
 1.100e-01	5.53276e-01	4.00455e-01	4.00455e-01
 1.200e-01	5.51270e-01	4.76141e-01	4.76141e-01
 1.300e-01	5.49250e-01	5.58096e-01	5.58096e-01
 1.400e-01	5.47215e-01	6.46212e-01	6.46212e-01
 1.500e-01	5.45167e-01	7.40356e-01	7.40356e-01
 1.600e-01	5.43105e-01	8.40398e-01	8.40398e-01
 1.700e-01	5.41029e-01	9.46181e-01	9.46181e-01
 1.800e-01	5.38940e-01	1.05754e+00	1.05754e+00
 1.900e-01	5.36837e-01	1.17431e+00	1.17431e+00
 2.000e-01	5.34720e-01	1.29629e+00	1.29629e+00
 2.100e-01	5.32590e-01	1.42330e+00	1.42330e+00
 2.200e-01	5.30446e-01	1.55512e+00	1.55512e+00
 2.300e-01	5.28290e-01	1.69152e+00	1.69152e+00
 2.400e-01	5.26120e-01	1.83230e+00	1.83230e+00
 2.500e-01	5.23937e-01	1.97720e+00	1.97720e+00
 2.600e-01	5.21741e-01	2.12598e+00	2.12598e+00
 2.700e-01	5.19532e-01	2.27839e+00	2.27839e+00
 2.800e-01	5.17311e-01	2.43417e+00	2.43417e+00
 2.900e-01	5.15076e-01	2.59305e+00	2.59305e+00
 3.000e-01	5.12830e-01	2.75476e+00	2.75476e+00
 3.100e-01	5.10571e-01	2.91902e+00	2.91902e+00
 3.200e-01	5.08299e-01	3.08555e+00	3.08555e+00
 3.300e-01	5.06016e-01	3.25405e+00	3.25405e+00
 3.400e-01	5.03721e-01	3.42424e+00	3.42424e+00
 3.500e-01	5.01414e-01	3.59582e+00	3.59582e+00
 3.600e-01	4.99095e-01	3.76850e+00	3.76850e+00
 3.700e-01	4.96764e-01	3.94199e+00	3.94199e+00
 3.800e-01	4.94423e-01	4.11598e+00	4.11598e+00
 3.900e-01	4.92070e-01	4.29017e+00	4.29017e+00
 4.000e-01	4.89705e-01	4.46427e+00	4.46427e+00
 4.100e-01	4.87331e-01	4.63798e+00	4.63798e+00
 4.200e-01	4.84945e-01	4.81100e+00	4.81100e+00
 4.300e-01	4.82549e-01	4.98305e+00	4.98305e+00
 4.400e-01	4.80142e-01	5.15385e+00	5.15385e+00
 4.500e-01	4.77725e-01	5.32310e+00	5.32310e+00
 4.600e-01	4.75298e-01	5.49054e+00	5.49054e+00
 4.700e-01	4.72862e-01	5.65589e+00	5.65589e+00
 4.800e-01	4.70415e-01	5.81887e+00	5.81887e+00
 4.900e-01	4.67959e-01	5.97920e+00	5.97920e+00
 5.000e-01	4.65494e-01	6.13664e+00	6.13664e+00
 5.100e-01	4.63020e-01	6.29094e+00	6.29094e+00
 5.200e-01	4.60537e-01	6.44186e+00	6.44186e+00
 5.300e-01	4.58046e-01	6.58919e+00	6.58919e+00
 5.400e-01	4.55546e-01	6.73268e+00	6.73268e+00
 5.500e-01	4.53037e-01	6.87212e+00	6.87212e+00
 5.600e-01	4.50521e-01	7.00729e+00	7.00729e+00
 5.700e-01	4.47997e-01	7.13800e+00	7.13800e+00
 5.800e-01	4.45465e-01	7.26407e+00	7.26407e+00
 5.900e-01	4.42926e-01	7.38531e+00	7.38531e+00
 6.000e-01	4.40380e-01	7.50158e+00	7.50158e+00
 6.100e-01	4.37827e-01	7.61272e+00	7.61272e+00
 6.200e-01	4.35268e-01	7.71857e+00	7.71857e+00
 6.300e-01	4.32702e-01	7.81900e+00	7.81900e+00
 6.400e-01	4.30130e-01	7.91390e+00	7.91390e+00
 6.500e-01	4.27551e-01	8.00315e+00	8.00315e+00
 6.600e-01	4.24968e-01	8.08664e+00	8.08664e+00
 6.700e-01	4.22378e-01	8.16429e+00	8.16429e+00
 6.800e-01	4.19784e-01	8.23604e+00	8.23604e+00
 6.900e-01	4.17185e-01	8.30181e+00	8.30181e+00
 7.000e-01	4.14581e-01	8.36156e+00	8.36156e+00
 7.100e-01	4.11972e-01	8.41523e+00	8.41523e+00
 7.200e-01	4.09359e-01	8.46280e+00	8.46280e+00
 7.300e-01	4.06743e-01	8.50425e+00	8.50425e+00
 7.400e-01	4.04122e-01	8.53958e+00	8.53958e+00
 7.500e-01	4.01499e-01	8.56879e+00	8.56879e+00
 7.600e-01	3.98872e-01	8.59189e+00	8.59189e+00
 7.700e-01	3.96242e-01	8.60890e+00	8.60890e+00
 7.800e-01	3.93610e-01	8.61987e+00	8.61987e+00
 7.900e-01	3.90975e-01	8.62486e+00	8.62486e+00
 8.000e-01	3.88338e-01	8.62390e+00	8.62390e+00
 8.100e-01	3.85699e-01	8.61706e+00	8.61706e+00
 8.200e-01	3.83059e-01	8.60440e+00	8.60440e+00
 8.300e-01	3.80418e-01	8.58602e+00	8.58602e+00
 8.400e-01	3.77775e-01	8.56203e+00	8.56203e+00
 8.500e-01	3.75132e-01	8.53251e+00	8.53251e+00
 8.600e-01	3.72488e-01	8.49757e+00	8.49757e+00
 8.700e-01	3.69845e-01	8.45729e+00	8.45729e+00
 8.800e-01	3.67247e-01	8.41079e+00	8.41079e+00
 8.900e-01	3.64712e-01	8.35780e+00	8.35780e+00
 9.000e-01	3.62239e-01	8.29852e+00	8.29852e+00
 9.100e-01	3.59824e-01	8.23315e+00	8.23315e+00
 9.200e-01	3.57466e-01	8.16191e+00	8.16191e+00
 9.300e-01	3.55162e-01	8.08501e+00	8.08501e+00
 9.400e-01	3.52911e-01	8.00267e+00	8.00267e+00
 9.500e-01	3.50711e-01	7.91514e+00	7.91514e+00
 9.600e-01	3.48560e-01	7.82268e+00	7.82268e+00
 9.700e-01	3.46456e-01	7.72554e+00	7.72554e+00
 9.800e-01	3.44398e-01	7.62397e+00	7.62397e+00
 9.900e-01	3.42384e-01	7.51820e+00	7.51820e+00
 1.000e+00	3.40412e-01	7.40849e+00	7.40849e+00
 1.010e+00	3.38482e-01	7.29511e+00	7.29511e+00
 1.020e+00	3.36591e-01	7.17830e+00	7.17830e+00
 1.030e+00	3.34740e-01	7.05836e+00	7.05836e+00
 1.040e+00	3.32925e-01	6.93554e+00	6.93554e+00
 1.050e+00	3.31147e-01	6.81010e+00	6.81010e+00
 1.060e+00	3.29404e-01	6.68227e+00	6.68227e+00
 1.070e+00	3.27695e-01	6.55230e+00	6.55230e+00
 1.080e+00	3.26019e-01	6.42045e+00	6.42045e+00
 1.090e+00	3.24374e-01	6.28695e+00	6.28695e+00
