0.000912	-0.127579	nan	nan	0.574237
0.001008	-0.129954	nan	nan	0.574219
0.001114	-0.132419	nan	nan	0.574200
0.001231	-0.134979	nan	nan	0.574178
0.001360	-0.137640	nan	nan	0.574154
0.001503	-0.140409	nan	nan	0.574128
0.001662	-0.143291	nan	nan	0.574099
0.001836	-0.146293	nan	nan	0.574066
0.002029	-0.149424	nan	nan	0.574031
0.002243	-0.152692	nan	nan	0.573991
0.002479	-0.156107	nan	nan	0.573948
0.002739	-0.159677	nan	nan	0.573900
0.003028	-0.163415	nan	nan	0.573847
0.003346	-0.167332	nan	nan	0.573788
0.003698	-0.171441	nan	nan	0.573723
0.004087	-0.175757	nan	nan	0.573651
0.004517	-0.180296	nan	nan	0.573571
0.004992	-0.185076	nan	nan	0.573484
0.005517	-0.190116	nan	nan	0.573387
0.006097	-0.195438	nan	nan	0.573279
0.006738	-0.201067	nan	nan	0.573161
0.007447	-0.207029	nan	nan	0.573029
0.008230	-0.213356	nan	nan	0.572884
0.009095	-0.220082	nan	nan	0.572724
0.010052	-0.227246	nan	nan	0.572546
0.011109	-0.234892	nan	nan	0.572350
0.012277	-0.243070	nan	nan	0.572133
0.013569	-0.251838	nan	nan	0.571893
0.014996	-0.261263	nan	nan	0.571627
0.016573	-0.271420	nan	nan	0.571333
0.018316	-0.282400	nan	nan	0.571007
0.020242	-0.294304	nan	nan	0.570647
0.022371	-0.307257	nan	nan	0.570249
0.024724	-0.321402	nan	nan	0.569807
0.027324	-0.336913	nan	nan	0.569319
0.030197	-0.353997	nan	nan	0.568778
0.033373	-0.372905	nan	nan	0.568178
0.036883	-0.393948	nan	nan	0.567514
0.040762	-0.417507	nan	nan	0.566778
0.045049	-0.444064	nan	nan	0.565962
0.049787	-0.474228	nan	nan	0.565057
0.055023	-0.508790	nan	nan	0.564053
0.060810	-0.548784	nan	nan	0.562939
0.067206	-0.595603	nan	nan	0.561702
0.074274	-0.651156	nan	nan	0.560328
0.082085	-0.718138	nan	nan	0.558802
0.090718	-0.800479	nan	nan	0.557105
0.100259	-0.904149	nan	nan	0.555217
0.110803	-1.038667	nan	nan	0.553116
0.122456	-1.220207	nan	nan	0.550775
0.135335	-1.478648	nan	nan	0.548166
0.149569	-1.875982	nan	nan	0.545256
0.165299	-2.565321	nan	nan	0.542007
0.182684	-4.055555	nan	nan	0.538377
0.201897	-9.677178	nan	nan	0.534317
0.223130	25.060434	1051.244705	59714.369075	0.529773
0.246597	5.460215	28.467329	218.115164	0.524681
0.272532	3.063890	7.238669	23.984650	0.518971
0.301194	2.129373	3.212232	6.349807	0.512561
0.332871	1.631690	1.866447	2.693849	0.505358
0.367879	1.322575	1.268906	1.538118	0.497259
0.406570	1.111926	0.952612	1.057748	0.488146
0.449329	0.959159	0.763673	0.814585	0.477888
0.496585	0.843299	0.640380	0.672008	0.466337
0.548812	0.752412	0.554343	0.578712	0.453336
0.606531	0.679210	0.491086	0.512493	0.438714
0.670320	0.618989	0.442615	0.462584	0.422295
0.740818	0.568577	0.404221	0.423257	0.403908
0.818731	0.525758	0.372978	0.391218	0.383394
0.904837	0.488936	0.346984	0.364443	0.361063
1.000000	0.456935	0.324959	0.341621	0.340412
1.105171	0.428865	0.306007	0.321861	0.321939
1.221403	0.404045	0.289488	0.304534	0.305338
1.349859	0.381940	0.274931	0.289182	0.290356
1.491825	0.362128	0.261980	0.275460	0.276780
1.648721	0.344271	0.250364	0.263103	0.264431
1.822119	0.328091	0.239872	0.251904	0.253158
2.013753	0.313365	0.230335	0.241697	0.242832
2.225541	0.299903	0.221619	0.232350	0.233344
2.459603	0.287550	0.213614	0.223751	0.224597
2.718282	0.276175	0.206231	0.215811	0.216513
3.004166	0.265666	0.199394	0.208453	0.209018
3.320117	0.255927	0.193041	0.201611	0.202053
3.669297	0.246877	0.187118	0.195232	0.195563
4.055200	0.238445	0.181580	0.189268	0.189503
4.481689	0.230570	0.176389	0.183679	0.183830
4.953032	0.223198	0.171510	0.178428	0.178508
5.473947	0.216283	0.166915	0.173485	0.173507
6.049647	0.209784	0.162579	0.168823	0.168796
6.685894	0.203664	0.158478	0.164417	0.164352
7.389056	0.197891	0.154593	0.160247	0.160152
8.166170	0.192436	0.150907	0.156293	0.156175
9.025013	0.187274	0.147403	0.152538	0.152404
9.974182	0.182382	0.144068	0.148968	0.148822
11.023176	0.177739	0.140890	0.145569	0.145416
12.182494	0.173326	0.137857	0.142328	0.142172
13.463738	0.169127	0.134959	0.139234	0.139078
14.879732	0.165127	0.132186	0.136277	0.136125
16.444647	0.161311	0.129531	0.133449	0.133301
18.174145	0.157668	0.126986	0.130740	0.130599
20.085537	0.154186	0.124544	0.128143	0.128010
22.197951	0.150854	0.122198	0.125651	0.125527
24.532530	0.147663	0.119943	0.123258	0.123143
27.112639	0.144605	0.117773	0.120958	0.120852
29.964100	0.141670	0.115684	0.118745	0.118649
33.115452	0.138853	0.113670	0.116614	0.116528
36.598234	0.136145	0.111728	0.114561	0.114485
40.447304	0.133541	0.109854	0.112582	0.112515
44.701184	0.131034	0.108045	0.110672	0.110615
49.402449	0.128620	0.106296	0.108828	0.108780
54.598150	0.126293	0.104605	0.107047	0.107006
60.340288	0.124049	0.102968	0.105325	0.105292
66.686331	0.121884	0.101384	0.103659	0.103633
73.699794	0.119792	0.099850	0.102046	0.102027
81.450869	0.117771	0.098363	0.100485	0.100472
90.017131	0.115818	0.096920	0.098972	0.098964
99.484316	0.113928	0.095521	0.097505	0.097502
109.947172	0.112098	0.094163	0.096082	0.096084
121.510418	0.110327	0.092844	0.094701	0.094707
134.289780	0.108610	0.091563	0.093361	0.093370
148.413159	0.106947	0.090318	0.092059	0.092071
164.021907	0.105333	0.089107	0.090794	0.090808
181.272242	0.103767	0.087928	0.089564	0.089579
200.336810	0.102248	0.086782	0.088368	0.088385
221.406416	0.100772	0.085666	0.087205	0.087222
244.691932	0.099338	0.084579	0.086072	0.086089
270.426407	0.097944	0.083520	0.084969	0.084986
298.867401	0.096589	0.082487	0.083895	0.083911
330.299560	0.095271	0.081481	0.082848	0.082864
365.037468	0.093988	0.080499	0.081828	0.081842
403.428793	0.092740	0.079542	0.080833	0.080846
445.857770	0.091524	0.078607	0.079863	0.079874
492.749041	0.090340	0.077695	0.078916	0.078925
544.571910	0.089186	0.076804	0.077992	0.077998
601.845038	0.088061	0.075934	0.077090	0.077094
665.141633	0.086964	0.075083	0.076209	0.076210
735.095189	0.085894	0.074252	0.075348	0.075346
812.405825	0.084850	0.073440	0.074507	0.074502
897.847292	0.083831	0.072645	0.073685	0.073676
992.274716	0.082836	0.071868	0.072882	0.072869
1096.633158	0.081865	0.071108	0.072096	0.072079
