 -2.20e+00	  5.50e+00	  2.21e-05	  1.80e-03	  5.40e-03	  7.35e-06	7.88897e-03	2.63801e+00	9.69305e-02
 -2.20e+00	  6.00e+00	  2.21e-05	  1.80e-03	  8.90e-03	  4.46e-06	5.58252e-03	2.63789e+00	5.73329e-02
 -2.20e+00	  6.50e+00	  2.21e-05	  1.80e-03	  1.47e-02	  2.70e-06	4.23424e-03	2.63777e+00	4.13264e-02
 -2.20e+00	  7.00e+00	  2.21e-05	  1.80e-03	  2.42e-02	  1.64e-06	3.06956e-03	2.63765e+00	3.06485e-02
 -2.20e+00	  7.50e+00	  2.21e-05	  1.80e-03	  3.99e-02	  9.94e-07	2.19787e-03	2.63757e+00	2.21834e-02
 -2.20e+00	  8.00e+00	  2.21e-05	  1.80e-03	  6.58e-02	  6.03e-07	1.44556e-03	2.63752e+00	1.46613e-02

  2.20e+00	 -8.00e+00	  1.80e-03	  2.21e-05	  6.03e-07	  6.58e-02	8.11852e-03	9.46557e-01	2.07913e-01
  2.20e+00	 -7.50e+00	  1.80e-03	  2.21e-05	  9.94e-07	  3.99e-02	1.49826e-02	9.46942e-01	2.94853e-01
  2.20e+00	 -7.00e+00	  1.80e-03	  2.21e-05	  1.64e-06	  2.42e-02	2.43345e-02	9.47507e-01	3.79724e-01
  2.20e+00	 -6.50e+00	  1.80e-03	  2.21e-05	  2.70e-06	  1.47e-02	3.83613e-02	9.48404e-01	4.74668e-01
  2.20e+00	 -6.00e+00	  1.80e-03	  2.21e-05	  4.46e-06	  8.90e-03	4.84539e-02	9.49090e-01	5.36202e-01
  2.20e+00	 -5.50e+00	  1.80e-03	  2.21e-05	  7.35e-06	  5.40e-03	4.57274e-02	9.48922e-01	5.59972e-01
  2.20e+00	 -5.00e+00	  1.80e-03	  2.21e-05	  1.21e-05	  3.28e-03	4.31249e-02	9.48760e-01	5.69154e-01
  2.20e+00	 -4.50e+00	  1.80e-03	  2.21e-05	  2.00e-05	  1.99e-03	4.05686e-02	9.48601e-01	5.65144e-01
  2.20e+00	 -4.00e+00	  1.80e-03	  2.21e-05	  3.29e-05	  1.21e-03	3.80084e-02	9.48447e-01	5.49491e-01
  2.20e+00	 -3.50e+00	  1.80e-03	  2.21e-05	  5.43e-05	  7.31e-04	3.54177e-02	9.48296e-01	5.23814e-01
  2.20e+00	 -3.00e+00	  1.80e-03	  2.21e-05	  8.95e-05	  4.43e-04	3.27896e-02	9.48149e-01	4.89759e-01
  2.20e+00	 -2.50e+00	  1.80e-03	  2.21e-05	  1.48e-04	  2.69e-04	3.01332e-02	9.48005e-01	4.48967e-01
  2.20e+00	 -2.00e+00	  1.80e-03	  2.21e-05	  2.43e-04	  1.63e-04	2.74697e-02	9.47865e-01	4.03072e-01
  2.20e+00	 -1.50e+00	  1.80e-03	  2.21e-05	  4.01e-04	  9.89e-05	2.48280e-02	9.47729e-01	3.53658e-01
  2.20e+00	 -1.00e+00	  1.80e-03	  2.21e-05	  6.61e-04	  6.00e-05	2.22416e-02	9.47598e-01	3.02293e-01
  2.20e+00	 -5.00e-01	  1.80e-03	  2.21e-05	  1.09e-03	  3.64e-05	1.97450e-02	9.47471e-01	2.50414e-01
  2.20e+00	  0.00e+00	  1.80e-03	  2.21e-05	  1.80e-03	  2.21e-05	1.73719e-02	9.47351e-01	1.99450e-01
  2.20e+00	  5.00e-01	  1.80e-03	  2.21e-05	  2.96e-03	  1.34e-05	1.25438e-02	9.47088e-01	1.50723e-01
  2.20e+00	  1.00e+00	  1.80e-03	  2.21e-05	  4.89e-03	  8.12e-06	8.78109e-03	9.46868e-01	1.05465e-01
  2.20e+00	  1.50e+00	  1.80e-03	  2.21e-05	  8.06e-03	  4.93e-06	5.92324e-03	9.46685e-01	6.48096e-02
  2.20e+00	  2.00e+00	  1.80e-03	  2.21e-05	  1.33e-02	  2.99e-06	4.24166e-03	9.46545e-01	4.34712e-02
  2.20e+00	  2.50e+00	  1.80e-03	  2.21e-05	  2.19e-02	  1.81e-06	2.96191e-03	9.46413e-01	3.25569e-02
  2.20e+00	  3.00e+00	  1.80e-03	  2.21e-05	  3.61e-02	  1.10e-06	2.05899e-03	9.46330e-01	2.38633e-02
  2.20e+00	  3.50e+00	  1.80e-03	  2.21e-05	  5.95e-02	  6.67e-07	1.32405e-03	9.46271e-01	1.60652e-02
  2.20e+00	  4.00e+00	  1.80e-03	  2.21e-05	  9.82e-02	  4.04e-07	7.69090e-04	9.46237e-01	9.64015e-03
  2.20e+00	  4.50e+00	  1.80e-03	  2.21e-05	  1.62e-01	  2.45e-07	3.84936e-04	9.46221e-01	4.89530e-03
  2.20e+00	  5.00e+00	  1.80e-03	  2.21e-05	  2.67e-01	  1.49e-07	1.52751e-04	9.46216e-01	1.93164e-03
  2.20e+00	  5.50e+00	  1.80e-03	  2.21e-05	  4.40e-01	  9.02e-08	3.78399e-05	9.46215e-01	4.67737e-04
  2.20e+00	  6.00e+00	  1.80e-03	  2.21e-05	  7.25e-01	  5.47e-08	1.05610e-06	9.46215e-01	1.26170e-05
  2.20e+00	  6.50e+00	  1.80e-03	  2.21e-05	  1.20e+00	  3.32e-08	0.00000e+00	9.46215e-01	0.00000e+00
  2.20e+00	  7.00e+00	  1.80e-03	  2.21e-05	  1.97e+00	  2.01e-08	0.00000e+00	9.46215e-01	0.00000e+00
  2.20e+00	  7.50e+00	  1.80e-03	  2.21e-05	  3.25e+00	  1.22e-08	0.00000e+00	9.46215e-01	0.00000e+00
  2.20e+00	  8.00e+00	  1.80e-03	  2.21e-05	  5.36e+00	  7.40e-09	0.00000e+00	9.46215e-01	0.00000e+00

